sale_id,customer_id,employee_id,menu_item_id,time_id,table_id,reservation_id,payment_id,quantity,total_price
505,328,5,9,2024-02-16,12,379,937,3,252.41
506,430,6,5,2024-01-15,13,NULL,79,4,17.67
507,55,1,24,2024-11-30,3,252,782,1,103.98
508,473,8,5,2024-06-05,10,NULL,797,1,21.09
509,472,2,1,2024-08-13,1,928,66,3,31.79
510,294,9,11,2024-04-06,5,217,247,3,14.00
511,101,6,6,2024-03-27,10,423,719,2,56.40
512,176,8,15,2024-05-02,3,NULL,263,3,83.69
513,50,7,24,2024-01-30,1,NULL,708,4,25.80
514,1,7,11,2024-10-06,12,95,62,1,208.82
515,191,10,22,2024-09-27,8,925,764,1,156.77
516,42,7,3,2024-05-07,9,735,654,1,68.73
517,462,9,9,2024-01-20,6,293,427,2,54.45
518,478,3,8,2024-07-06,13,NULL,223,5,149.26
519,220,3,26,2024-08-03,6,312,304,3,10.79
520,209,3,26,2024-07-13,3,358,301,3,86.30
521,478,10,28,2024-09-26,14,38,124,3,25.67
522,433,6,1,2024-06-28,7,919,683,4,34.50
523,255,8,14,2024-12-03,4,97,423,5,186.74
524,21,1,9,2024-02-08,11,238,351,1,49.67
525,334,5,11,2024-04-22,8,610,162,5,25.65
526,198,6,24,2024-02-21,6,537,736,1,35.30
527,476,4,26,2024-04-01,11,369,785,5,83.11
528,415,6,6,2024-04-02,12,884,323,5,93.86
529,17,3,3,2024-09-15,5,635,283,3,197.30
530,278,1,11,2024-09-21,9,NULL,851,1,161.03
531,420,6,6,2024-04-19,15,NULL,177,3,50.75
532,396,7,25,2024-02-19,4,NULL,466,4,103.88
533,36,7,30,2024-01-26,6,574,302,4,34.00
534,485,4,3,2024-03-07,11,NULL,306,5,115.28
535,475,10,1,2024-03-01,12,546,609,3,59.27
536,129,10,4,2024-08-29,15,NULL,859,1,229.53
537,410,6,6,2024-05-14,4,189,365,2,29.96
538,255,9,26,2024-09-08,13,353,221,1,134.86
539,463,5,13,2024-09-25,7,NULL,663,2,36.41
540,489,4,28,2024-06-28,11,NULL,881,3,29.78
541,247,9,27,2024-10-28,7,NULL,715,1,137.28
542,52,9,28,2024-12-23,3,482,380,3,23.04
543,30,5,29,2024-07-11,12,552,280,4,49.09
544,119,7,18,2024-11-19,11,NULL,350,1,17.84
545,366,4,17,2024-10-07,3,662,53,2,32.74
546,425,4,3,2024-05-29,13,NULL,665,5,23.13
547,453,10,29,2024-11-20,10,391,602,5,47.43
548,349,4,26,2024-02-16,1,NULL,363,1,69.92
549,348,8,28,2024-02-29,2,NULL,164,1,111.89
550,129,2,23,2024-06-01,13,477,362,2,226.35
551,27,6,23,2024-12-18,9,684,133,4,114.28
552,192,5,10,2024-02-12,10,NULL,902,2,32.53
553,175,8,21,2024-02-28,12,260,382,1,30.15
554,62,3,24,2024-04-13,1,284,606,1,32.74
555,382,5,28,2024-03-29,8,762,901,2,49.55
556,204,1,6,2024-09-01,12,NULL,533,4,153.89
557,401,5,27,2024-02-11,14,NULL,387,5,159.65
558,378,2,15,2024-01-07,10,NULL,53,2,129.24
559,454,5,10,2024-04-29,11,659,625,1,241.10
560,401,4,14,2024-02-27,7,930,730,5,52.60
561,266,8,3,2024-04-02,15,948,191,1,162.06
562,456,9,15,2024-10-29,11,529,222,3,52.63
563,54,10,14,2024-05-09,7,516,62,4,182.24
564,198,5,26,2024-01-18,11,45,592,5,43.77
565,47,8,22,2024-03-14,13,578,21,2,222.72
566,420,7,26,2024-03-09,7,195,523,1,133.90
567,60,3,5,2024-10-12,8,139,322,1,16.55
568,150,1,18,2024-08-12,5,NULL,942,2,269.58
569,56,2,10,2024-03-15,1,291,367,5,161.99
570,96,10,7,2024-04-04,10,552,928,5,45.42
571,36,3,7,2024-02-27,3,584,646,3,109.07
572,328,9,13,2024-07-03,4,617,90,3,207.25
573,21,7,7,2024-02-24,1,NULL,754,3,101.45
574,298,2,3,2024-11-07,1,35,287,2,219.76
575,113,4,9,2024-03-21,4,545,716,5,34.14
576,316,10,23,2024-11-24,5,NULL,792,4,28.59
577,423,1,25,2024-11-16,14,331,580,5,43.89
578,285,4,25,2024-02-10,3,579,679,4,35.59
579,378,9,2,2024-08-04,13,990,408,1,35.27
580,449,2,26,2024-11-16,14,NULL,914,3,99.26
581,225,10,15,2024-06-14,13,NULL,40,3,36.49
582,261,9,15,2024-12-21,7,673,802,5,130.33
583,134,10,3,2024-07-21,8,31,90,2,91.25
584,428,9,20,2024-09-27,12,73,996,4,182.79
585,254,2,10,2024-02-09,9,970,234,2,70.65
586,209,4,15,2024-05-17,7,807,976,3,70.47
587,123,9,10,2024-02-14,11,186,787,2,93.06
588,406,7,22,2024-09-05,4,512,784,2,133.24
589,353,5,10,2024-02-07,9,190,193,2,124.55
590,415,8,6,2024-09-02,13,251,806,2,263.16
591,428,5,20,2024-12-10,12,NULL,293,4,232.70
592,79,10,16,2024-07-11,2,887,273,4,121.15
593,495,7,13,2024-01-19,1,NULL,458,3,70.27
594,166,10,27,2024-06-09,9,45,567,4,221.29
595,411,7,17,2024-11-22,13,140,100,1,20.25
596,25,5,30,2024-09-03,6,NULL,564,5,67.71
597,86,1,21,2024-05-10,11,894,283,4,231.40
598,71,10,8,2024-06-26,10,NULL,29,4,38.96
599,327,9,9,2024-11-10,7,106,448,5,53.37
600,418,7,17,2024-12-18,3,NULL,492,1,23.09
601,34,5,3,2024-02-07,4,NULL,350,2,36.88
602,486,4,22,2024-07-29,12,847,175,2,47.77
603,36,3,4,2024-09-29,6,NULL,617,4,22.78
604,439,7,15,2024-08-14,9,802,656,5,76.62
605,452,3,14,2024-07-14,6,367,611,5,258.67
606,131,9,17,2024-02-17,1,313,553,5,144.42
607,51,8,19,2024-10-15,1,NULL,276,4,223.98
608,320,8,30,2024-07-30,15,NULL,920,4,38.71
609,383,9,2,2024-08-09,14,730,590,4,31.75
610,104,5,21,2024-02-08,7,NULL,867,5,104.62
611,277,4,4,2024-07-23,7,740,508,2,26.38
612,437,2,28,2024-04-11,10,509,720,1,77.63
613,261,2,1,2024-09-22,9,NULL,12,4,104.73
614,446,5,13,2024-10-10,10,NULL,836,2,268.49
615,492,10,28,2024-08-06,5,314,664,2,100.34
616,96,9,16,2024-02-13,1,NULL,240,3,12.31
617,310,1,14,2024-02-06,2,193,28,3,205.52
618,236,6,14,2024-07-03,3,569,565,1,49.20
619,360,4,22,2024-06-17,3,462,154,2,27.48
620,82,6,2,2024-09-23,8,858,490,5,254.59
621,21,4,15,2024-07-04,1,NULL,426,5,76.61
622,414,1,22,2024-06-12,2,418,662,1,40.71
623,439,4,28,2024-08-02,4,114,501,1,19.94
624,88,9,20,2024-09-15,10,NULL,769,1,34.93
625,305,9,12,2024-04-26,8,79,856,1,37.07
626,246,3,18,2024-03-18,6,766,315,2,82.77
627,375,5,6,2024-06-11,11,290,249,2,35.78
628,196,3,7,2024-03-06,5,NULL,746,5,125.71
629,168,4,19,2024-01-27,9,820,631,4,134.90
630,122,9,14,2024-09-17,4,454,176,3,30.63
631,216,1,22,2024-08-04,12,564,255,3,60.36
632,200,2,10,2024-04-13,7,862,966,2,102.45
633,99,6,29,2024-04-13,8,NULL,204,4,58.20
634,399,10,14,2024-04-14,2,NULL,285,2,22.47
635,41,4,13,2024-01-23,2,664,789,5,24.77
636,210,8,12,2024-10-02,10,NULL,7,4,39.08
637,446,9,24,2024-03-26,13,722,285,2,52.23
638,234,3,3,2024-07-02,5,NULL,585,2,34.68
639,12,7,3,2024-07-16,7,643,431,2,140.64
640,18,7,4,2024-09-09,2,208,189,2,6.13
641,369,2,24,2024-04-24,4,165,326,1,39.99
642,182,6,19,2024-06-14,7,NULL,301,2,274.95
643,146,9,16,2024-01-02,7,567,303,5,25.90
644,150,5,8,2024-12-01,14,338,925,4,54.09
645,318,8,22,2024-06-16,2,366,428,1,152.07
646,260,3,19,2024-06-02,4,NULL,496,5,55.73
647,116,2,9,2024-10-07,1,NULL,982,3,139.94
648,452,10,1,2024-03-10,15,760,459,1,118.84
649,13,9,8,2024-08-02,4,283,228,2,215.04
650,200,2,22,2024-01-26,3,867,291,5,75.33
651,13,8,27,2024-12-27,5,344,727,3,91.82
652,7,2,26,2024-10-13,5,376,71,2,251.92
653,307,5,15,2024-01-26,13,19,720,3,32.82
654,50,1,26,2024-03-23,9,412,48,1,95.85
655,444,6,4,2024-11-20,2,NULL,914,1,27.47
656,160,2,2,2024-07-30,12,682,778,5,247.99
657,473,10,29,2024-11-05,7,144,311,1,192.81
658,480,9,6,2024-07-02,15,200,385,2,55.94
659,135,4,29,2024-09-24,12,NULL,274,1,12.53
660,198,5,5,2024-04-15,1,413,157,3,70.65
661,201,2,11,2024-05-17,13,230,666,4,14.62
662,335,3,30,2024-05-18,14,167,709,1,19.70
663,233,3,29,2024-01-04,3,NULL,233,5,13.05
664,245,5,1,2024-07-10,10,658,788,5,85.40
665,414,8,16,2024-02-10,1,NULL,526,5,29.83
666,353,5,28,2024-06-05,6,179,566,2,215.35
667,188,1,9,2024-03-12,2,NULL,525,4,213.35
668,322,1,16,2024-05-01,2,128,190,3,53.15
669,64,10,5,2024-12-18,7,648,706,3,89.55
670,385,2,14,2024-11-02,13,260,682,4,39.73
671,373,9,8,2024-07-23,1,514,987,2,274.82
672,56,1,4,2024-04-05,15,789,496,1,8.55
673,446,4,9,2024-03-18,4,891,905,5,31.87
674,36,10,16,2024-09-08,14,141,945,2,116.83
675,198,6,12,2024-05-09,10,579,613,2,221.50
676,212,3,30,2024-02-19,12,337,745,4,62.69
677,172,4,21,2024-04-27,10,459,130,2,54.04
678,234,1,2,2024-12-02,8,993,884,3,97.21
679,232,1,27,2024-04-01,10,459,539,2,266.69
680,261,10,6,2024-01-27,13,NULL,733,1,147.59
681,263,6,7,2024-06-10,8,118,555,3,27.72
682,320,2,2,2024-09-22,7,821,15,4,12.40
683,161,8,27,2024-02-20,1,293,458,3,38.73
684,352,1,9,2024-03-05,1,30,278,2,74.97
685,425,2,10,2024-12-29,2,613,968,1,32.05
686,225,6,16,2024-10-17,8,NULL,388,1,36.55
687,123,7,12,2024-12-31,14,345,532,4,159.84
688,231,9,28,2024-12-11,1,106,840,5,250.53
689,291,4,29,2024-09-01,8,630,218,2,22.51
690,347,1,1,2024-01-21,4,NULL,845,3,11.12
691,363,6,21,2024-09-01,5,898,784,2,43.48
692,286,4,28,2024-08-12,5,NULL,712,2,78.11
693,270,8,4,2024-05-16,8,314,486,3,161.88
694,119,9,21,2024-09-24,10,184,851,4,209.13
695,158,7,15,2024-05-11,6,144,815,4,217.18
696,139,7,11,2024-10-21,1,998,184,5,24.90
697,302,4,27,2024-05-23,5,981,753,5,240.20
698,290,4,8,2024-01-12,7,868,254,4,167.42
699,270,2,4,2024-03-01,7,NULL,660,5,48.74
700,212,2,17,2024-03-10,6,703,75,2,39.81
701,107,10,5,2024-11-19,15,902,38,3,19.77
702,138,3,17,2024-12-28,4,711,673,2,59.26
703,276,8,8,2024-11-03,8,NULL,441,2,140.22
704,451,1,19,2024-11-15,8,536,603,3,82.30
705,466,9,20,2024-07-21,13,49,712,3,102.72
706,108,9,23,2024-01-21,1,597,509,4,85.99
707,28,5,27,2024-02-12,15,880,698,5,25.75
708,358,9,6,2024-04-28,2,645,114,4,93.18
709,390,2,10,2024-03-17,2,NULL,653,5,155.42
710,495,2,21,2024-01-17,3,903,479,4,272.22
711,242,8,8,2024-02-06,11,31,464,2,207.06
712,335,5,5,2024-06-26,15,844,183,2,91.51
713,76,9,21,2024-11-13,5,283,248,2,77.79
714,391,3,29,2024-12-02,12,412,603,4,8.99
715,49,3,4,2024-09-15,4,NULL,828,3,50.93
716,5,6,27,2024-09-03,11,772,93,1,142.23
717,39,7,8,2024-02-16,14,116,72,1,46.70
718,102,6,11,2024-01-07,1,NULL,959,5,22.57
719,379,2,8,2024-12-14,15,716,149,3,158.00
720,387,3,28,2024-10-10,3,39,670,2,12.98
721,3,8,20,2024-01-27,6,NULL,572,4,106.41
722,22,9,27,2024-12-25,5,394,631,5,268.04
723,398,2,11,2024-05-06,10,76,768,4,215.09
724,268,8,10,2024-03-18,2,NULL,544,4,61.07
725,7,9,13,2024-05-06,8,216,417,3,102.65
726,429,4,29,2024-10-26,4,NULL,396,3,42.71
727,477,3,13,2024-05-18,10,NULL,534,1,126.52
728,161,1,12,2024-10-03,9,686,353,4,57.87
729,460,8,6,2024-06-30,15,907,443,3,23.75
730,314,6,21,2024-11-16,5,114,508,1,111.64
731,70,6,16,2024-10-06,5,431,331,2,45.89
732,281,8,9,2024-02-02,9,23,487,2,94.27
733,338,2,15,2024-02-14,3,395,874,1,100.75
734,448,6,9,2024-08-04,3,NULL,215,2,45.66
735,260,1,17,2024-09-16,14,625,375,5,96.88
736,68,7,23,2024-10-21,13,766,910,2,156.86
737,417,6,3,2024-11-24,4,226,12,2,47.77
738,77,4,6,2024-12-30,6,NULL,548,5,255.70
739,306,5,9,2024-03-02,15,9,877,2,48.54
740,414,2,13,2024-07-27,9,286,806,1,108.98
741,101,9,25,2024-06-18,13,NULL,593,3,193.62
742,242,8,3,2024-05-10,8,432,17,4,49.58
743,398,7,3,2024-04-12,3,977,557,5,67.95
744,4,10,28,2024-08-22,7,153,872,5,197.04
745,488,7,17,2024-08-18,8,NULL,186,4,215.65
746,409,7,21,2024-06-28,7,NULL,205,5,53.91
747,371,4,9,2024-06-27,10,999,303,3,195.27
748,110,6,2,2024-07-31,12,511,37,4,48.04
749,170,5,6,2024-08-08,7,45,773,4,62.76
750,50,3,1,2024-04-15,7,482,996,3,197.14
751,61,1,3,2024-03-10,11,NULL,940,2,44.98
752,369,7,25,2024-04-18,1,775,391,4,268.59
753,499,1,6,2024-10-17,7,NULL,513,2,147.24
754,71,1,23,2024-09-06,2,654,442,2,252.26
755,149,1,15,2024-03-02,7,318,76,3,99.66
756,179,2,22,2024-01-22,3,NULL,983,5,9.74
757,479,7,10,2024-09-18,9,NULL,237,4,58.38
758,261,8,6,2024-09-12,14,726,142,3,47.77
759,441,9,24,2024-03-21,12,704,907,3,96.45
760,54,6,18,2024-03-30,7,571,756,1,7.81
761,136,1,20,2024-01-09,3,614,257,3,136.06
762,65,10,14,2024-05-09,7,890,359,1,64.75
763,89,8,14,2024-10-16,10,NULL,505,5,201.23
764,428,3,27,2024-07-22,2,NULL,356,5,112.22
765,60,4,13,2024-01-12,14,343,484,2,60.83
766,153,5,7,2024-11-12,10,33,396,5,30.62
767,182,7,2,2024-04-22,7,785,285,1,59.07
768,381,1,2,2024-01-28,4,NULL,429,4,37.11
769,149,9,7,2024-08-09,6,428,785,4,94.42
770,491,10,1,2024-03-05,12,570,700,4,235.70
771,359,1,2,2024-02-11,7,NULL,702,1,29.49
772,495,7,12,2024-12-16,9,803,655,5,46.15
773,490,3,11,2024-12-06,10,951,646,2,209.78
774,109,3,18,2024-03-06,3,461,770,3,24.47
775,249,4,8,2024-03-24,6,896,861,4,117.97
776,282,10,9,2024-06-11,6,320,155,5,106.17
777,78,10,14,2024-05-15,7,387,489,2,260.82
778,265,1,17,2024-08-30,10,663,324,4,66.17
779,111,3,22,2024-10-10,11,897,878,4,47.32
780,95,6,29,2024-04-18,9,681,121,3,81.77
781,185,3,1,2024-06-04,1,949,665,3,74.47
782,277,2,29,2024-05-12,15,NULL,10,4,127.24
783,343,5,11,2024-04-16,7,715,1000,5,96.15
784,205,5,7,2024-08-03,5,NULL,968,3,105.61
785,387,4,8,2024-03-31,8,NULL,910,5,31.65
786,470,4,2,2024-02-29,10,NULL,661,1,130.63
787,354,4,15,2024-06-15,13,NULL,223,5,143.74
788,152,8,1,2024-09-27,10,NULL,877,3,105.47
789,124,6,3,2024-10-13,10,NULL,67,5,35.21
790,441,10,10,2024-08-13,2,NULL,378,4,42.70
791,379,10,11,2024-01-01,15,635,103,4,211.52
792,125,6,1,2024-05-25,15,24,390,5,46.10
793,218,10,12,2024-02-08,6,678,704,3,21.55
794,477,3,5,2024-02-15,3,159,168,2,62.20
795,235,9,3,2024-10-03,8,682,701,3,42.48
796,88,3,21,2024-09-20,8,909,39,3,62.28
797,338,4,28,2024-05-28,5,315,858,2,50.77
798,103,9,16,2024-02-04,14,21,18,1,18.10
799,191,10,15,2024-09-13,1,NULL,814,1,21.35
800,446,10,30,2024-02-07,9,55,612,5,109.64
801,243,1,17,2024-10-01,2,946,978,1,65.01
802,268,2,6,2024-05-21,7,NULL,383,1,30.75
803,173,2,28,2024-01-23,8,545,457,4,147.12
804,314,8,30,2024-08-31,5,247,296,4,179.42
805,243,2,2,2024-12-06,8,NULL,233,5,142.82
806,48,9,5,2024-01-30,15,922,923,5,146.41
807,461,10,5,2024-10-14,8,38,877,2,207.84
808,3,6,16,2024-02-02,14,847,956,2,106.68
809,305,3,20,2024-04-17,9,NULL,966,1,38.46
810,361,7,4,2024-08-25,14,536,378,2,56.03
811,401,5,23,2024-07-08,5,NULL,749,5,165.49
812,470,10,24,2024-03-09,9,695,632,1,28.85
813,190,5,28,2024-05-08,1,NULL,872,3,60.42
814,367,10,12,2024-03-26,15,838,738,1,193.71
815,91,4,12,2024-10-01,10,NULL,991,4,25.74
816,483,7,19,2024-11-27,11,NULL,441,3,181.37
817,184,6,22,2024-11-23,5,NULL,668,3,88.00
818,407,4,13,2024-01-04,12,NULL,916,1,127.31
819,268,9,15,2024-01-10,10,707,154,4,221.38
820,271,8,7,2024-10-05,3,166,239,4,172.60
821,175,6,23,2024-01-23,1,496,64,5,106.00
822,337,5,5,2024-06-12,12,556,33,3,72.92
823,22,9,11,2024-12-29,15,NULL,197,3,54.32
824,229,5,20,2024-12-28,1,841,640,4,57.51
825,135,4,26,2024-03-10,7,835,282,5,156.29
826,206,10,20,2024-05-20,14,532,282,5,62.77
827,266,8,5,2024-06-28,1,910,780,1,30.42
828,322,2,20,2024-11-18,8,NULL,218,5,144.24
829,206,3,2,2024-06-15,3,317,537,4,7.38
830,40,3,3,2024-07-26,10,284,120,4,95.42
831,44,6,8,2024-10-21,4,NULL,957,3,57.32
832,423,7,27,2024-05-11,3,943,674,3,156.27
833,443,1,21,2024-03-06,14,NULL,449,5,39.77
834,88,8,3,2024-03-26,14,NULL,872,3,48.54
835,204,8,22,2024-04-16,4,309,293,3,136.81
836,398,7,24,2024-01-06,11,663,618,1,184.21
837,274,1,20,2024-01-27,7,NULL,971,2,167.50
838,140,4,21,2024-06-19,5,716,198,5,108.94
839,60,8,19,2024-09-18,11,918,358,1,19.77
840,321,1,10,2024-06-11,4,NULL,112,4,215.37
841,233,5,30,2024-07-19,12,175,628,4,14.49
842,480,5,16,2024-02-18,2,770,158,3,51.06
843,44,10,12,2024-02-01,5,476,540,2,209.99
844,101,4,6,2024-10-15,7,NULL,623,4,158.58
845,294,5,17,2024-04-27,15,NULL,769,1,217.47
846,358,2,20,2024-10-03,13,NULL,87,4,33.27
847,266,10,1,2024-04-14,7,513,134,1,89.54
848,351,9,1,2024-08-04,14,NULL,449,4,74.20
849,353,10,20,2024-04-29,11,29,223,1,56.66
850,432,6,7,2024-05-09,3,3,939,4,177.24
851,64,7,28,2024-08-28,8,228,493,4,133.11
852,390,5,28,2024-03-22,6,844,639,4,25.42
853,6,10,17,2024-12-05,1,969,587,1,119.12
854,439,10,9,2024-06-11,6,861,487,5,136.18
855,485,5,5,2024-06-27,1,869,606,3,39.42
856,71,1,2,2024-12-04,8,NULL,154,3,51.25
857,227,3,28,2024-10-10,3,684,139,4,44.26
858,339,4,24,2024-10-28,12,567,708,5,43.50
859,19,7,2,2024-05-16,11,834,7,3,109.18
860,438,8,29,2024-08-30,7,289,115,4,72.11
861,278,3,26,2024-04-09,13,850,787,2,131.87
862,277,9,15,2024-11-17,15,400,193,4,82.96
863,339,8,23,2024-07-09,5,320,426,1,66.23
864,428,4,6,2024-10-18,8,638,139,4,28.93
865,427,1,27,2024-03-04,4,972,299,3,109.29
866,91,3,15,2024-10-23,9,915,955,1,37.89
867,356,7,1,2024-02-24,11,688,922,3,52.92
868,460,2,25,2024-10-16,8,578,886,4,228.30
869,242,5,26,2024-11-30,15,165,131,1,77.00
870,339,7,5,2024-11-17,14,NULL,22,2,58.68
871,185,10,25,2024-02-10,2,807,348,2,128.81
872,106,8,4,2024-05-19,8,843,760,2,26.88
873,334,6,29,2024-01-09,4,955,365,5,159.36
874,481,10,30,2024-12-16,13,622,781,1,47.95
875,148,10,27,2024-07-02,14,NULL,151,5,136.32
876,7,7,30,2024-02-09,9,160,58,5,244.08
877,66,9,19,2024-08-24,6,75,214,5,67.39
878,491,9,15,2024-09-30,5,230,482,4,52.84
879,392,10,13,2024-03-05,10,NULL,873,1,37.35
880,220,10,16,2024-08-17,10,392,192,4,44.32
881,400,9,3,2024-10-05,8,271,236,2,33.71
882,124,7,18,2024-12-09,15,NULL,470,4,61.11
883,242,9,18,2024-07-15,14,NULL,893,4,222.32
884,484,3,9,2024-09-11,10,547,462,4,211.40
885,14,8,28,2024-02-11,14,448,203,4,165.59
886,7,2,21,2024-01-01,15,NULL,813,5,253.68
887,33,5,1,2024-09-24,10,NULL,769,1,215.79
888,342,3,6,2024-03-04,5,497,204,3,20.03
889,402,3,29,2024-11-30,11,NULL,395,2,250.97
890,314,6,24,2024-04-27,4,838,221,3,77.32
891,232,4,7,2024-02-21,1,NULL,717,2,56.34
892,395,4,16,2024-06-20,12,102,48,5,122.51
893,157,3,11,2024-12-01,9,957,370,5,216.77
894,127,6,28,2024-12-02,14,728,606,5,75.52
895,109,7,15,2024-07-18,5,NULL,731,3,114.77
896,213,9,25,2024-07-26,7,962,455,2,136.10
897,469,5,18,2024-07-14,14,NULL,401,3,113.89
898,464,9,20,2024-08-26,4,28,46,1,104.87
899,487,3,3,2024-10-25,13,953,703,4,70.08
900,50,8,8,2024-03-06,2,707,511,3,184.02
901,246,9,19,2024-08-25,6,NULL,562,5,56.55
902,106,9,16,2024-02-02,14,357,157,4,20.13
903,259,5,28,2024-01-18,8,917,80,4,5.22
904,185,7,30,2024-01-18,5,773,871,1,130.69
905,342,5,1,2024-10-24,1,NULL,502,2,17.22
906,68,2,11,2024-04-23,8,85,897,2,81.64
907,188,3,5,2024-11-29,3,841,10,3,105.62
908,197,7,1,2024-02-25,11,558,360,1,63.10
909,429,5,15,2024-04-03,12,377,448,1,58.63
910,323,3,16,2024-09-08,14,633,750,5,16.44
911,218,7,5,2024-09-29,4,NULL,818,2,59.84
912,55,6,18,2024-03-25,6,596,562,1,126.78
913,343,5,11,2024-04-20,8,733,383,4,129.47
914,251,7,24,2024-11-28,4,183,808,3,24.97
915,104,1,22,2024-06-04,15,438,824,5,64.72
916,493,10,24,2024-02-19,5,311,447,2,67.20
917,94,2,1,2024-10-12,13,NULL,447,5,32.26
918,71,8,5,2024-08-01,8,853,283,5,78.36
919,244,8,14,2024-11-18,2,NULL,412,5,12.54
920,80,5,21,2024-01-25,5,1,831,1,90.40
921,248,10,2,2024-08-02,12,NULL,489,4,72.57
922,245,7,21,2024-06-23,6,824,971,2,25.51
923,153,10,24,2024-02-13,4,NULL,192,4,35.62
924,455,1,23,2024-07-01,4,439,326,2,34.41
925,122,3,11,2024-01-20,4,701,233,1,178.42
926,282,2,6,2024-05-16,6,731,16,5,47.04
927,451,9,24,2024-03-17,11,NULL,380,1,191.63
928,447,4,8,2024-01-11,7,139,429,4,68.08
929,432,6,7,2024-05-07,2,635,358,5,22.23
930,166,5,6,2024-09-06,13,NULL,560,5,44.87
931,297,10,5,2024-10-06,6,12,160,4,42.92
932,411,1,20,2024-03-03,14,483,285,5,5.45
933,308,7,19,2024-12-08,14,243,491,4,36.92
934,183,2,19,2024-08-20,6,NULL,61,5,28.12
935,113,2,28,2024-04-09,9,566,656,3,259.60
936,465,8,7,2024-08-24,10,640,925,4,125.71
937,352,8,22,2024-04-10,4,972,860,2,63.60
938,213,7,5,2024-09-11,1,188,774,2,15.63
939,38,10,16,2024-10-15,6,21,849,1,46.44
940,142,6,4,2024-10-20,10,NULL,394,2,172.57
941,336,7,13,2024-01-29,2,20,308,3,145.26
942,186,10,22,2024-08-14,15,484,149,2,5.72
943,468,1,19,2024-11-21,9,861,988,2,45.89
944,327,2,1,2024-07-26,12,791,947,2,210.81
945,306,10,1,2024-02-25,11,676,869,2,266.42
946,267,1,14,2024-02-27,8,NULL,96,4,97.42
947,289,6,1,2024-06-28,6,674,306,3,107.30
948,473,1,12,2024-11-08,2,NULL,732,2,55.02
949,245,1,28,2024-04-24,13,732,912,2,17.56
950,119,4,25,2024-03-22,10,437,794,4,152.33
951,125,5,16,2024-03-08,7,83,38,5,34.07
952,357,3,10,2024-09-25,11,332,805,1,125.30
953,364,9,7,2024-05-28,7,NULL,734,2,85.84
954,328,1,15,2024-03-17,9,92,1000,4,180.41
955,409,3,28,2024-09-25,15,669,851,2,155.09
956,91,10,12,2024-12-03,8,783,978,3,42.92
957,307,6,25,2024-06-23,15,589,93,4,79.31
958,146,5,18,2024-05-16,3,965,754,5,54.08
959,213,3,1,2024-04-20,7,611,858,3,81.70
960,451,9,21,2024-09-21,10,NULL,431,4,215.75
961,310,2,27,2024-12-30,5,982,153,5,145.65
962,283,8,3,2024-03-06,10,957,95,4,209.67
963,90,3,24,2024-01-26,1,NULL,798,1,223.68
964,463,1,14,2024-01-16,14,416,786,4,15.55
965,493,3,7,2024-05-27,6,679,752,4,92.71
966,72,8,13,2024-11-03,14,463,194,3,104.54
967,151,10,26,2024-06-17,11,795,410,4,29.21
968,57,2,10,2024-02-14,11,693,979,5,22.90
969,324,7,5,2024-11-03,12,762,530,2,16.70
970,338,2,23,2024-03-23,14,NULL,680,4,81.73
971,256,6,8,2024-08-07,4,130,550,2,49.33
972,422,3,22,2024-10-23,14,73,866,1,104.40
973,75,6,10,2024-12-20,14,541,419,3,9.56
974,485,7,18,2024-11-07,8,NULL,885,5,140.10
975,392,5,22,2024-05-28,13,NULL,368,5,79.11
976,407,9,19,2024-08-29,7,763,166,3,45.81
977,207,9,30,2024-05-26,1,NULL,851,2,90.68
978,340,8,19,2024-12-05,12,963,655,2,211.76
979,163,8,17,2024-08-28,10,766,456,5,125.78
980,476,7,10,2024-09-13,9,344,940,4,125.54
981,285,10,3,2024-06-25,4,304,764,5,50.72
982,328,9,10,2024-12-18,14,322,797,1,119.94
983,64,3,3,2024-08-10,12,NULL,140,1,219.83
984,366,5,28,2024-04-16,11,NULL,545,3,187.87
985,23,1,10,2024-04-15,8,746,777,4,149.67
986,36,7,8,2024-03-11,3,492,206,3,12.27
987,457,4,2,2024-03-01,11,NULL,453,3,120.67
988,244,1,23,2024-07-29,10,888,717,5,83.68
989,124,7,18,2024-12-14,15,411,831,5,56.75
990,468,1,19,2024-11-04,6,155,42,4,139.53
991,492,7,9,2024-06-18,8,NULL,521,4,35.55
992,462,2,2,2024-10-14,12,850,976,2,165.89
993,40,5,28,2024-05-06,15,439,244,5,88.48
994,359,10,17,2024-12-27,4,620,283,3,254.40
995,447,7,22,2024-06-23,5,NULL,33,2,37.91
996,205,9,29,2024-04-01,6,929,975,1,61.03
997,465,8,2,2024-12-12,9,598,782,1,65.66
998,154,2,24,2024-07-08,4,66,692,2,51.38
999,192,7,3,2024-06-22,2,597,405,2,52.71
1000,244,3,21,2024-09-09,7,970,704,4,259.22
